undergradStatus,entryStatus,gender,raceEthnicity,year,count,hour,email
 <=50K,Bachelors,Male,<40,0,1,Full-time,isaac.b@yahoo.com
 <=50K,Some-college,Female,<40,0,1,Full-time,liliana.n@gmail.com
 >50K,Assoc-acdm,Male,<30,0,1,Full-time,charlie.d@aol.com
 >50K,HS-grad,Male,<40,0,1,Full-time,samuel.d@msn.com
 <=50K,Bachelors,Male,<50,0,1,Full-time,gabriel.w@msn.com
 <=50K,Some-college,Male,<60,0,1,Full-time,isaac.t@msn.com
 <=50K,Some-college,Male,<50,0,1,Full-time,william.l@gmail.com
 <=50K,Bachelors,Male,<30,0,1,Full-time,mason.a@gmail.com
 >50K,Bachelors,Male,<30,0,1,Full-time,david.l@gmail.com
 <=50K,5th-6th,Male,<60,0,1,Full-time,alexander.y@msn.com
 <=50K,Some-college,Male,<30,0,1,Full-time,lucas.m@gmail.com
 <=50K,HS-grad,Female,<40,0,1,Full-time,juliana.k@yahoo.com
 >50K,HS-grad,Male,<40,0,1,Full-time,nathan.s@gmail.com
 >50K,Assoc-voc,Male,<60,0,1,Full-time,andrew.z@gmail.com
 <=50K,Assoc-voc,Female,<30,0,1,Part-time,leah.k@aol.com
 <=50K,Assoc-acdm,Male,<50,0,1,Full-time,james.m@msn.com
 <=50K,12th,Female,<50,0,1,Full-time,sophie.w@msn.com
 <=50K,7th-8th,Male,>=60,0,1,Full-time,alexander.n@hotmail.com
 <=50K,Assoc-voc,Male,<40,0,1,Full-time,jayden.k@aol.com
 >50K,Bachelors,Male,<40,0,1,Full-time,sebastian.n@hotmail.com
 <=50K,Some-college,Male,<30,0,1,Full-time,nathan.k@hotmail.com
 >50K,Bachelors,Male,<60,0,1,Full-time,nicholas.d@hotmail.com
 >50K,Doctorate,Male,<40,0,1,Full-time,caden.w@yahoo.com
 <=50K,7th-8th,Female,<50,0,1,Full-time,annabelle.z@hotmail.com
 <=50K,HS-grad,Female,<30,0,1,Full-time,samantha.r@msn.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,connor.t@msn.com
 <=50K,HS-grad,Female,>=60,0,1,Full-time,alaina.e@aol.com
 >50K,Masters,Male,>=60,0,1,Full-time,brayden.m@gmail.com
 <=50K,HS-grad,Female,>=60,0,1,Part-time,isabella.t@aol.com
 <=50K,HS-grad,Female,<20,0,1,Part-time,kylie.i@yahoo.com
 >50K,10th,Male,<50,0,1,Full-time,james.a@msn.com
 <=50K,HS-grad,Female,<20,0,1,Full-time,chloe.m@msn.com
 <=50K,Some-college,Female,<20,0,1,Part-time,annabelle.s@hotmail.com
 <=50K,HS-grad,Female,<50,0,1,Full-time,aria.b@gmail.com
 <=50K,Doctorate,Female,<40,0,1,Full-time,sophia.z@gmail.com
 <=50K,Some-college,Female,>=60,0,1,Full-time,harper.e@gmail.com
 <=50K,HS-grad,Female,<40,0,1,Full-time,hannah.n@aol.com
 >50K,Masters,Male,<40,0,1,Full-time,hunter.a@gmail.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,jackson.y@aol.com
 <=50K,Some-college,Male,<40,0,1,Full-time,jackson.d@hotmail.com
 >50K,Bachelors,Male,<40,0,1,Full-time,gavin.b@gmail.com
 <=50K,Some-college,Male,<30,0,1,Full-time,eli.y@gmail.com
 <=50K,11th,Male,>=60,0,1,Part-time,luke.e@yahoo.com
 >50K,HS-grad,Male,<60,0,1,Full-time,joshua.s@gmail.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,james.e@yahoo.com
 <=50K,Some-college,Male,<40,0,1,Full-time,noah.e@gmail.com
 >50K,Masters,Female,<50,0,1,Full-time,alaina.s@gmail.com
 <=50K,HS-grad,Female,<50,0,1,Part-time,gianna.s@aol.com
 <=50K,Bachelors,Male,<40,0,1,Full-time,caden.m@gmail.com
 <=50K,HS-grad,Male,<20,0,1,Part-time,michael.a@yahoo.com
 <=50K,HS-grad,Female,<40,0,1,Full-time,jordyn.w@gmail.com
 <=50K,Masters,Male,<40,0,1,Full-time,nathan.h@yahoo.com
 >50K,Some-college,Male,<60,0,1,Full-time,jayden.c@hotmail.com
 <=50K,Assoc-acdm,Female,<40,0,1,Full-time,isabelle.a@hotmail.com
 <=50K,HS-grad,Male,<30,0,1,Part-time,jacob.k@gmail.com
 <=50K,Some-college,Female,>=60,0,1,Full-time,adalyn.n@hotmail.com
 <=50K,Assoc-voc,Female,<50,0,1,Full-time,anna.i@msn.com
 <=50K,11th,Male,<60,0,1,Full-time,aiden.h@aol.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,landon.c@aol.com
 <=50K,Some-college,Female,<20,0,1,Full-time,madison.n@msn.com
 <=50K,Some-college,Female,<50,0,1,Full-time,evelyn.b@gmail.com
 <=50K,7th-8th,Male,>=60,0,1,Part-time,christian.y@hotmail.com
 <=50K,Some-college,Male,<40,0,1,Full-time,henry.l@hotmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,mason.t@yahoo.com
 <=50K,7th-8th,Male,<50,0,1,Full-time,cameron.m@gmail.com
 >50K,Some-college,Male,<40,0,1,Full-time,ryan.l@yahoo.com
 >50K,Some-college,Male,>=60,0,1,Full-time,tyler.d@gmail.com
 <=50K,Bachelors,Male,<30,0,1,Full-time,dylan.m@hotmail.com
 <=50K,Some-college,Female,<20,0,1,Part-time,amelia.w@msn.com
 <=50K,Bachelors,Female,<30,0,1,Full-time,madelyn.b@hotmail.com
 <=50K,5th-6th,Male,<30,0,1,Full-time,landon.z@gmail.com
 >50K,HS-grad,Female,<50,0,1,Full-time,mia.i@hotmail.com
 <=50K,9th,Female,<60,0,1,Full-time,adeline.e@hotmail.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,thomas.w@aol.com
 >50K,Bachelors,Male,<50,0,1,Full-time,william.z@aol.com
 <=50K,Some-college,Female,<30,0,1,Part-time,gianna.z@yahoo.com
 <=50K,HS-grad,Female,<40,0,1,Full-time,samantha.e@gmail.com
 <=50K,Some-college,Male,<40,0,1,Full-time,jayden.y@aol.com
 <=50K,HS-grad,Female,<60,0,1,Full-time,emma.d@gmail.com
 <=50K,Assoc-voc,Female,<30,0,1,Full-time,charlotte.s@yahoo.com
 <=50K,Masters,Male,<60,0,1,Full-time,nathan.h@gmail.com
 <=50K,Bachelors,Female,<50,0,1,Full-time,mackenzie.i@yahoo.com
 <=50K,Some-college,Female,<50,0,1,Full-time,kylie.z@msn.com
 <=50K,5th-6th,Female,<30,0,1,Full-time,samantha.w@gmail.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,john.w@gmail.com
 <=50K,HS-grad,Female,<40,0,1,Full-time,kaitlyn.r@msn.com
 <=50K,Assoc-voc,Male,<50,0,1,Full-time,liam.x@hotmail.com
 <=50K,HS-grad,Female,<30,0,1,Part-time,gabriella.m@hotmail.com
 <=50K,11th,Female,<50,0,1,Full-time,isabelle.c@gmail.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,henry.z@aol.com
 <=50K,Assoc-voc,Male,<50,0,1,Full-time,adam.a@aol.com
 <=50K,Some-college,Female,<20,0,1,Part-time,brooklyn.h@yahoo.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,henry.r@gmail.com
 <=50K,Bachelors,Female,<50,0,1,Full-time,charlotte.i@gmail.com
 <=50K,Assoc-voc,Male,<50,0,1,Full-time,jackson.n@aol.com
 >50K,Bachelors,Male,>=60,0,1,Full-time,jayce.b@gmail.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,alexander.w@gmail.com
 <=50K,Bachelors,Male,<40,0,1,Full-time,gavin.c@aol.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,mason.d@aol.com
 <=50K,11th,Female,<40,0,1,Full-time,abigail.w@yahoo.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,ryan.y@yahoo.com
 <=50K,HS-grad,Female,<50,0,1,Full-time,caroline.y@msn.com
 <=50K,Some-college,Male,<40,0,1,Full-time,oliver.l@yahoo.com
 <=50K,Bachelors,Female,<30,0,1,Full-time,lily.b@gmail.com
 <=50K,12th,Male,<30,0,1,Full-time,daniel.b@aol.com
 <=50K,11th,Male,<20,0,1,Part-time,wyatt.m@msn.com
 >50K,HS-grad,Male,<40,0,1,Full-time,matthew.b@aol.com
 <=50K,Some-college,Female,<50,0,1,Full-time,makayla.i@yahoo.com
 <=50K,Bachelors,Female,<50,0,1,Full-time,elizabeth.z@aol.com
 <=50K,Assoc-voc,Female,<30,0,1,Full-time,madelyn.w@yahoo.com
 <=50K,9th,Male,<60,0,1,Full-time,david.t@msn.com
 <=50K,HS-grad,Female,<50,0,1,Full-time,vivian.k@aol.com
 >50K,10th,Male,>=60,0,1,Full-time,grayson.a@msn.com
 <=50K,7th-8th,Male,<60,0,1,Full-time,carter.i@aol.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,liam.z@gmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,evan.s@yahoo.com
 >50K,Assoc-acdm,Male,<40,0,1,Full-time,elijah.x@msn.com
 >50K,HS-grad,Male,<30,0,1,Full-time,elijah.y@hotmail.com
 >50K,Bachelors,Male,<40,0,1,Full-time,evan.z@hotmail.com
 <=50K,Assoc-acdm,Female,<40,0,1,Full-time,alaina.e@gmail.com
 <=50K,12th,Male,<30,0,1,Full-time,carter.c@msn.com
 >50K,Bachelors,Male,<60,0,1,Full-time,zachary.c@gmail.com
 >50K,Some-college,Male,<50,0,1,Full-time,carter.b@yahoo.com
 <=50K,HS-grad,Female,<50,0,1,Full-time,ellie.t@aol.com
 <=50K,HS-grad,Female,>=60,0,1,Part-time,mackenzie.c@yahoo.com
 <=50K,HS-grad,Female,<50,0,1,Full-time,harper.m@gmail.com
 >50K,Bachelors,Male,<40,0,1,Full-time,jayden.e@gmail.com
 <=50K,10th,Female,<40,0,1,Full-time,adeline.w@msn.com
 <=50K,Some-college,Female,<30,0,1,Full-time,brooklyn.c@aol.com
 >50K,Bachelors,Male,<30,0,1,Full-time,dominic.i@hotmail.com
 >50K,Assoc-acdm,Male,<60,0,1,Full-time,jayden.h@msn.com
 <=50K,Masters,Male,<50,0,1,Full-time,landon.n@yahoo.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,elijah.d@gmail.com
 >50K,Some-college,Male,<50,0,1,Full-time,carter.z@aol.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,joseph.n@yahoo.com
 <=50K,Bachelors,Male,<30,0,1,Full-time,nicholas.c@msn.com
 <=50K,HS-grad,Male,>=60,0,1,Full-time,caleb.i@msn.com
 <=50K,Some-college,Male,<40,0,1,Full-time,michael.l@msn.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,michael.m@gmail.com
 <=50K,Some-college,Male,<30,0,1,Full-time,joseph.z@gmail.com
 <=50K,HS-grad,Female,<60,0,1,Full-time,hailey.b@aol.com
 <=50K,11th,Female,<30,0,1,Full-time,emma.d@gmail.com
 >50K,Some-college,Male,<40,0,1,Full-time,luke.x@yahoo.com
 <=50K,Prof-school,Male,>=60,0,1,Part-time,jayden.z@hotmail.com
 <=50K,HS-grad,Female,<50,0,1,Full-time,jasmine.x@yahoo.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,levi.s@hotmail.com
 <=50K,Some-college,Male,<30,0,1,Part-time,colton.w@gmail.com
 >50K,Some-college,Male,<60,0,1,Full-time,benjamin.i@gmail.com
 <=50K,Doctorate,Male,<50,0,1,Full-time,carter.l@aol.com
 >50K,Masters,Male,<60,0,1,Full-time,matthew.b@msn.com
 <=50K,7th-8th,Male,<20,0,1,Full-time,william.a@msn.com
 <=50K,12th,Male,<60,0,1,Full-time,luke.k@aol.com
 >50K,Some-college,Male,<60,0,1,Full-time,luke.h@gmail.com
 >50K,Bachelors,Male,<60,0,1,Full-time,matthew.z@msn.com
 >50K,Some-college,Male,<40,0,1,Full-time,christian.k@msn.com
 <=50K,12th,Female,<20,0,1,Part-time,aubrey.t@yahoo.com
 <=50K,Bachelors,Male,<40,0,1,Full-time,nicholas.m@gmail.com
 <=50K,Some-college,Male,<30,0,1,Full-time,aiden.w@hotmail.com
 <=50K,Some-college,Male,<50,0,1,Full-time,caden.w@aol.com
 <=50K,HS-grad,Female,<50,0,1,Full-time,chloe.h@gmail.com
 <=50K,Some-college,Male,<30,0,1,Full-time,max.b@msn.com
 <=50K,Bachelors,Female,<30,0,1,Full-time,aaliyah.n@hotmail.com
 <=50K,11th,Female,<60,0,1,Full-time,charlotte.t@gmail.com
 >50K,Bachelors,Male,>=60,0,1,Full-time,gabriel.e@aol.com
 >50K,Bachelors,Female,<50,0,1,Full-time,arianna.h@yahoo.com
 <=50K,Masters,Male,<50,0,1,Full-time,william.w@gmail.com
 <=50K,HS-grad,Female,<50,0,1,Full-time,abigail.w@aol.com
 >50K,Bachelors,Male,<50,0,1,Full-time,noah.t@yahoo.com
 >50K,HS-grad,Male,<30,0,1,Full-time,nathan.x@yahoo.com
 >50K,Some-college,Male,<40,0,1,Full-time,dominic.b@yahoo.com
 >50K,Some-college,Male,<60,0,1,Full-time,liam.z@gmail.com
 <=50K,Some-college,Male,<60,0,1,Full-time,levi.k@gmail.com
 <=50K,HS-grad,Female,<50,0,1,Part-time,adalyn.k@gmail.com
 <=50K,HS-grad,Male,>=60,0,1,Part-time,connor.a@gmail.com
 <=50K,HS-grad,Female,<50,0,1,Full-time,mia.k@gmail.com
 <=50K,Bachelors,Male,<40,0,1,Full-time,connor.k@gmail.com
 <=50K,Bachelors,Male,<40,0,1,Full-time,caden.n@msn.com
 >50K,Bachelors,Male,<40,0,1,Full-time,ryan.s@msn.com
 <=50K,10th,Male,<30,0,1,Full-time,caleb.h@aol.com
 <=50K,HS-grad,Female,<50,0,1,Full-time,gabriella.n@aol.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,anthony.y@gmail.com
 <=50K,Some-college,Male,<30,0,1,Full-time,benjamin.m@aol.com
 <=50K,11th,Female,<30,0,1,Part-time,scarlett.b@yahoo.com
 <=50K,10th,Female,<60,0,1,Full-time,savannah.l@hotmail.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,charlie.b@aol.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,cameron.b@gmail.com
 >50K,Assoc-acdm,Male,<50,0,1,Full-time,john.h@yahoo.com
 <=50K,9th,Female,>=60,0,1,Part-time,maria.a@yahoo.com
 >50K,Bachelors,Male,<40,0,1,Full-time,anthony.e@gmail.com
 <=50K,Some-college,Male,<40,0,1,Full-time,sebastian.z@yahoo.com
 >50K,Some-college,Female,<50,0,1,Full-time,kaitlyn.k@aol.com
 <=50K,5th-6th,Male,<30,0,1,Full-time,mason.k@yahoo.com
 <=50K,Assoc-voc,Male,<30,0,1,Full-time,zachary.d@aol.com
 <=50K,Some-college,Male,<30,0,1,Full-time,jayce.r@gmail.com
 <=50K,12th,Female,<20,0,1,Part-time,london.b@aol.com
 >50K,Bachelors,Female,<50,0,1,Full-time,caroline.e@aol.com
 >50K,HS-grad,Male,<60,0,1,Full-time,henry.s@aol.com
 <=50K,5th-6th,Male,<30,0,1,Full-time,nicholas.l@aol.com
 <=50K,Assoc-acdm,Male,<60,0,1,Full-time,isaac.r@msn.com
 <=50K,1st-4th,Male,<30,0,1,Full-time,dominic.n@yahoo.com
 <=50K,Bachelors,Female,<50,0,1,Full-time,annabelle.y@hotmail.com
 <=50K,Some-college,Male,<40,0,1,Full-time,logan.r@gmail.com
 >50K,Some-college,Male,>=60,0,1,Full-time,max.s@hotmail.com
 <=50K,Assoc-voc,Female,>=60,0,1,Part-time,lily.x@yahoo.com
 >50K,Bachelors,Male,<40,0,1,Full-time,jayden.t@aol.com
 <=50K,HS-grad,Female,<50,0,1,Full-time,lucy.a@yahoo.com
 <=50K,Some-college,Male,<50,0,1,Full-time,gabriel.y@gmail.com
 >50K,Bachelors,Male,>=60,0,1,Full-time,adam.s@gmail.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,alexander.s@aol.com
 <=50K,Bachelors,Female,<30,0,1,Full-time,elizabeth.x@hotmail.com
 <=50K,11th,Male,<20,0,1,Part-time,jack.t@gmail.com
 >50K,Assoc-voc,Male,<50,0,1,Full-time,lucas.w@gmail.com
 <=50K,12th,Male,>=60,0,1,Full-time,henry.r@gmail.com
 <=50K,10th,Male,<30,0,1,Full-time,charlie.m@aol.com
 <=50K,Some-college,Female,<30,0,1,Part-time,ellie.l@hotmail.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,anthony.k@gmail.com
 <=50K,Some-college,Female,<20,0,1,Part-time,olivia.e@aol.com
 <=50K,HS-grad,Female,>=60,0,1,Part-time,samantha.y@aol.com
 <=50K,Assoc-voc,Male,<40,0,1,Full-time,owen.z@gmail.com
 <=50K,Some-college,Male,<40,0,1,Full-time,andrew.s@yahoo.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,liam.e@gmail.com
 >50K,Doctorate,Male,<60,0,1,Full-time,benjamin.a@gmail.com
 <=50K,Some-college,Male,<30,0,1,Full-time,eli.c@yahoo.com
 >50K,HS-grad,Male,<40,0,1,Full-time,benjamin.b@gmail.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,alexander.m@gmail.com
 >50K,Some-college,Female,<30,0,1,Full-time,sophia.d@gmail.com
 >50K,HS-grad,Male,<60,0,1,Full-time,eli.m@gmail.com
 <=50K,Some-college,Female,<20,0,1,Part-time,sophie.i@hotmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,noah.n@msn.com
 >50K,Masters,Male,<60,0,1,Full-time,tyler.z@msn.com
 >50K,Masters,Male,<50,0,1,Full-time,caleb.w@msn.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,cameron.e@gmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,logan.k@yahoo.com
 >50K,Masters,Male,<40,0,1,Full-time,jacob.t@hotmail.com
 <=50K,Some-college,Male,<20,0,1,Part-time,adam.a@msn.com
 >50K,HS-grad,Female,<50,0,1,Full-time,adeline.c@msn.com
 >50K,Masters,Female,<50,0,1,Full-time,abigail.z@msn.com
 <=50K,Some-college,Female,<30,0,1,Full-time,sarah.x@hotmail.com
 >50K,Bachelors,Male,<50,0,1,Full-time,john.a@yahoo.com
 <=50K,Assoc-acdm,Male,<30,0,1,Full-time,julian.b@msn.com
 <=50K,Masters,Female,<50,0,1,Full-time,makayla.n@hotmail.com
 >50K,11th,Male,<40,0,1,Full-time,owen.b@hotmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,jayce.x@yahoo.com
 >50K,Bachelors,Female,<50,0,1,Full-time,annabelle.y@msn.com
 <=50K,Assoc-acdm,Male,<30,0,1,Full-time,wyatt.d@aol.com
 >50K,Some-college,Male,<40,0,1,Full-time,dylan.z@yahoo.com
 <=50K,HS-grad,Female,<40,0,1,Full-time,isabelle.a@aol.com
 <=50K,Some-college,Male,<50,0,1,Full-time,joshua.b@gmail.com
 <=50K,HS-grad,Male,>=60,0,1,Full-time,grayson.x@aol.com
 >50K,Bachelors,Female,<40,0,1,Full-time,riley.d@yahoo.com
 >50K,Bachelors,Male,<60,0,1,Full-time,william.a@msn.com
 <=50K,Some-college,Female,<30,0,1,Part-time,kaitlyn.h@gmail.com
 <=50K,Assoc-acdm,Female,<30,0,1,Part-time,skyler.k@hotmail.com
 >50K,Some-college,Male,<40,0,1,Full-time,andrew.n@gmail.com
 >50K,Bachelors,Male,<50,0,1,Full-time,nicholas.s@hotmail.com
 >50K,HS-grad,Male,<40,0,1,Full-time,connor.y@yahoo.com
 <=50K,Masters,Male,<50,0,1,Full-time,connor.x@gmail.com
 >50K,Assoc-acdm,Female,<40,0,1,Full-time,ella.h@gmail.com
 <=50K,Assoc-voc,Male,>=60,0,1,Full-time,thomas.k@msn.com
 <=50K,HS-grad,Female,<50,0,1,Part-time,isabella.a@gmail.com
 <=50K,Bachelors,Female,<30,0,1,Full-time,skyler.z@gmail.com
 >50K,10th,Male,<50,0,1,Full-time,joseph.i@msn.com
 >50K,Masters,Male,<60,0,1,Full-time,matthew.w@yahoo.com
 <=50K,HS-grad,Female,<50,0,1,Full-time,maya.w@yahoo.com
 <=50K,Bachelors,Female,<30,0,1,Full-time,juliana.w@gmail.com
 >50K,Some-college,Male,<60,0,1,Full-time,joseph.e@hotmail.com
 >50K,Bachelors,Male,<50,0,1,Full-time,brayden.l@gmail.com
 <=50K,11th,Female,<20,0,1,Part-time,brooklyn.x@msn.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,john.y@msn.com
 <=50K,HS-grad,Female,<50,0,1,Full-time,peyton.k@msn.com
 <=50K,HS-grad,Female,<60,0,1,Full-time,evelyn.x@aol.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,ethan.e@aol.com
 <=50K,Masters,Female,<30,0,1,Full-time,lila.w@yahoo.com
 >50K,Some-college,Male,<30,0,1,Full-time,julian.n@hotmail.com
 >50K,Prof-school,Male,<50,0,1,Full-time,dylan.z@msn.com
 <=50K,11th,Male,<20,0,1,Part-time,carter.i@gmail.com
 >50K,Masters,Male,<50,0,1,Full-time,gabriel.i@msn.com
 <=50K,11th,Female,<30,0,1,Part-time,evelyn.k@gmail.com
 <=50K,Some-college,Male,<30,0,1,Full-time,jayden.l@msn.com
 <=50K,Some-college,Male,<30,0,1,Full-time,jackson.x@yahoo.com
 >50K,Bachelors,Male,<40,0,1,Full-time,charlie.t@hotmail.com
 <=50K,HS-grad,Male,<20,0,1,Part-time,eli.w@hotmail.com
 <=50K,7th-8th,Female,>=60,0,1,Part-time,lucy.s@aol.com
 >50K,Some-college,Male,<60,0,1,Full-time,julian.m@hotmail.com
 <=50K,10th,Male,<20,0,1,Part-time,liam.b@gmail.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,levi.e@gmail.com
 <=50K,Prof-school,Female,<60,0,1,Full-time,grace.n@aol.com
 <=50K,Bachelors,Female,<30,0,1,Full-time,lillian.r@hotmail.com
 >50K,Some-college,Male,<40,0,1,Full-time,andrew.d@msn.com
 <=50K,Assoc-voc,Female,<40,0,1,Full-time,grace.t@gmail.com
 >50K,Assoc-acdm,Male,<50,0,1,Full-time,grayson.w@gmail.com
 >50K,HS-grad,Male,<50,0,1,Full-time,jayce.r@gmail.com
 <=50K,Masters,Female,>=60,0,1,Part-time,liliana.d@gmail.com
 >50K,Assoc-voc,Female,<50,0,1,Full-time,maya.d@msn.com
 <=50K,11th,Male,<50,0,1,Full-time,elijah.l@yahoo.com
 <=50K,Some-college,Female,<50,0,1,Full-time,savannah.e@gmail.com
 >50K,HS-grad,Male,<40,0,1,Full-time,dylan.x@gmail.com
 <=50K,Assoc-voc,Male,<40,0,1,Full-time,sebastian.m@yahoo.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,jack.a@hotmail.com
 >50K,Bachelors,Male,<50,0,1,Full-time,nicholas.x@hotmail.com
 <=50K,Some-college,Male,>=60,0,1,Full-time,charlie.x@gmail.com
 >50K,Some-college,Male,<50,0,1,Full-time,aiden.l@hotmail.com
 >50K,Some-college,Male,<40,0,1,Full-time,connor.e@msn.com
 >50K,Assoc-acdm,Male,<30,0,1,Full-time,grayson.r@yahoo.com
 <=50K,10th,Male,<30,0,1,Full-time,eli.h@gmail.com
 <=50K,Some-college,Female,<30,0,1,Full-time,emily.t@msn.com
 <=50K,Some-college,Male,<60,0,1,Full-time,adam.t@aol.com
 <=50K,HS-grad,Male,>=60,0,1,Full-time,julian.n@yahoo.com
 <=50K,HS-grad,Male,>=60,0,1,Full-time,ryan.i@gmail.com
 >50K,Some-college,Female,<60,0,1,Full-time,madison.l@hotmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,anthony.l@aol.com
 <=50K,7th-8th,Female,<40,0,1,Full-time,anna.z@aol.com
 >50K,Masters,Male,<50,0,1,Full-time,andrew.r@gmail.com
 >50K,Masters,Male,<40,0,1,Full-time,samuel.s@yahoo.com
 <=50K,Assoc-acdm,Female,<30,0,1,Full-time,scarlett.i@yahoo.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,nicholas.x@gmail.com
 <=50K,HS-grad,Male,>=60,0,1,Full-time,liam.y@gmail.com
 <=50K,Bachelors,Male,<40,0,1,Full-time,nicholas.m@msn.com
 <=50K,Bachelors,Male,<30,0,1,Full-time,colton.e@gmail.com
 <=50K,Some-college,Female,<50,0,1,Full-time,madison.i@aol.com
 <=50K,10th,Male,<20,0,1,Part-time,sebastian.n@gmail.com
 <=50K,Some-college,Female,<20,0,1,Part-time,annabelle.k@msn.com
 >50K,Assoc-acdm,Male,>=60,0,1,Full-time,mason.l@hotmail.com
 <=50K,HS-grad,Female,<60,0,1,Part-time,jordyn.y@msn.com
 >50K,Some-college,Female,<30,0,1,Full-time,aaliyah.t@aol.com
 >50K,10th,Male,>=60,0,1,Full-time,caden.i@gmail.com
 >50K,HS-grad,Male,<60,0,1,Full-time,isaac.e@msn.com
 >50K,Bachelors,Male,<40,0,1,Full-time,eli.y@yahoo.com
 <=50K,Some-college,Male,<30,0,1,Part-time,zachary.l@yahoo.com
 >50K,Prof-school,Male,<40,0,1,Full-time,julian.y@msn.com
 <=50K,Some-college,Male,<40,0,1,Full-time,ryan.i@msn.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,liam.w@hotmail.com
 <=50K,Some-college,Female,<40,0,1,Full-time,ava.l@aol.com
 >50K,HS-grad,Male,<40,0,1,Full-time,jayden.d@msn.com
 >50K,HS-grad,Male,<50,0,1,Full-time,connor.x@gmail.com
 <=50K,Bachelors,Male,<50,0,1,Full-time,dominic.n@gmail.com
 <=50K,Bachelors,Male,<30,0,1,Full-time,james.y@hotmail.com
 <=50K,Bachelors,Male,<40,0,1,Full-time,joshua.m@gmail.com
 <=50K,Some-college,Female,<30,0,1,Part-time,caroline.i@gmail.com
 <=50K,Some-college,Male,<30,0,1,Full-time,sebastian.z@hotmail.com
 <=50K,HS-grad,Female,<40,0,1,Full-time,charlotte.z@gmail.com
 <=50K,Some-college,Female,<50,0,1,Full-time,isabelle.a@hotmail.com
 <=50K,HS-grad,Female,>=60,0,1,Part-time,alaina.z@msn.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,david.c@gmail.com
 <=50K,HS-grad,Female,<40,0,1,Full-time,lila.e@gmail.com
 <=50K,Bachelors,Male,<30,0,1,Full-time,liam.c@gmail.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,matthew.s@yahoo.com
 <=50K,Some-college,Female,<50,0,1,Full-time,sophia.w@msn.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,max.n@msn.com
 >50K,Assoc-acdm,Male,<40,0,1,Full-time,nicholas.r@aol.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,samuel.m@aol.com
 <=50K,Bachelors,Female,<30,0,1,Full-time,charlotte.w@aol.com
 <=50K,Bachelors,Male,<30,0,1,Full-time,levi.w@hotmail.com
 <=50K,Bachelors,Male,<40,0,1,Full-time,mason.n@yahoo.com
 <=50K,HS-grad,Female,<50,0,1,Full-time,peyton.d@aol.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,henry.w@gmail.com
 <=50K,Masters,Female,<40,0,1,Full-time,allison.y@hotmail.com
 <=50K,HS-grad,Male,<20,0,1,Full-time,jacob.s@gmail.com
 <=50K,12th,Male,<30,0,1,Full-time,jackson.s@gmail.com
 <=50K,7th-8th,Male,<30,0,1,Full-time,alexander.l@hotmail.com
 >50K,Assoc-voc,Male,<60,0,1,Full-time,benjamin.y@msn.com
 >50K,Prof-school,Male,<40,0,1,Full-time,max.w@aol.com
 <=50K,Bachelors,Female,<40,0,1,Full-time,ella.t@gmail.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,connor.t@gmail.com
 >50K,HS-grad,Male,>=60,0,1,Full-time,owen.i@msn.com
